dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr,ue_id,timestamp,cellid,in_sync,idx
0.851851852,0.115717107,0.935461012,0.6,0.061331,0,0.65,0.962962963,1.0,1.0,0.878787879,0.333333333,1.0,0.372093023,0.430232558,0.058823529,0.000584235,0,0,44
0.851851852,0.081345059,0.935964062,0.6,0.161118,0,0.65,0.962962963,1.0,1.0,0.878787879,0.324242424,1.0,0.418604651,0.441860465,0.058823529,0.000584454,0,0,45
0.814814815,0.208945845,0.936466135,0.6,0.061662,0,0.65,0.962962963,1.0,0.955882353,0.878787879,0.333333333,1.0,0.418604651,0.441860465,0.058823529,0.000584672,0,0,46
0.703703704,0.072854841,0.936990432,0.65,0.074283,0,0.65,0.962962963,1.0,1.0,0.878787879,0.324242424,1.0,0.488372093,0.441860465,0.058823529,0.000584891,0,0,47
0.888888889,0.10399507,0.937525703,0.65,0.077044,0,0.65,0.962962963,1.0,1.0,0.878787879,0.333333333,1.0,0.418604651,0.430232558,0.058823529,0.00058511,0,0,48
0.777777778,0.075400694,0.938046174,0.65,0.122683,0,0.65,0.962962963,1.0,1.0,0.878787879,0.333333333,1.0,0.441860465,0.441860465,0.058823529,0.000585328,0,0,49
0.851851852,0.155141462,0.9385833,0.65,0.082952,0,0.65,0.962962963,1.0,1.0,0.878787879,0.315151515,1.0,0.372093023,0.441860465,0.058823529,0.000585547,0,0,50
0.814814815,0.061922826,0.939126119,0.7,0.138051,0,0.65,0.962962963,1.0,1.0,0.878787879,0.324242424,1.0,0.418604651,0.441860465,0.058823529,0.000585765,0,0,51
0.814814815,0.100847102,0.939713429,0.7,0.108609,0,0.65,0.962962963,1.0,1.0,0.878787879,0.315151515,1.0,0.441860465,0.453488372,0.058823529,0.000585984,0,0,52
0.888888889,0.079480121,0.940278619,0.7,0.130467,0,0.675,0.962962963,1.0,1.0,0.878787879,0.333333333,1.0,0.395348837,0.441860465,0.058823529,0.000586202,0,0,53
0.851851852,0.106708626,0.940740015,0.55,0.073838,0,0.65,0.962962963,1.0,1.0,0.909090909,0.306060606,1.0,0.441860465,0.465116279,0.058823529,0.000586421,0,0,54
0.851851852,0.081607726,0.941276643,0.75,0.072758,0,0.65,0.962962963,1.0,1.0,0.878787879,0.315151515,1.0,0.418604651,0.453488372,0.058823529,0.000586639,0,0,55
0.851851852,0.091922473,0.941870452,0.75,0.138311,0,0.65,0.962962963,1.0,1.0,0.878787879,0.306060606,1.0,0.348837209,0.453488372,0.058823529,0.000586858,0,0,56
0.851851852,0.08068738,0.942444003,0.7,0.126095,0,0.65,0.962962963,1.0,1.0,0.878787879,0.324242424,1.0,0.418604651,0.441860465,0.058823529,0.000587076,0,0,57
0.888888889,0.130354753,0.943031814,0.7,0.102446,0,0.65,0.962962963,1.0,1.0,0.878787879,0.306060606,1.0,0.465116279,0.453488372,0.058823529,0.000587295,0,0,58
0.740740741,0.092782203,0.943628012,0.7,0.065484,0,0.65,0.962962963,1.0,1.0,0.878787879,0.3,1.0,0.465116279,0.453488372,0.058823529,0.000587513,0,0,59
0.888888889,0.113172264,0.944218588,0.75,0.114659,0,0.65,0.962962963,1.0,1.0,0.878787879,0.306060606,1.0,0.441860465,0.453488372,0.058823529,0.000587732,0,0,60
0.703703704,0.106625785,0.944817959,0.75,0.135104,0,0.65,0.962962963,1.0,1.0,0.878787879,0.306060606,1.0,0.465116279,0.453488372,0.058823529,0.000587951,0,0,61
0.814814815,0.037178548,0.945142688,0.65,0.092757,0,0.725,0.981481481,1.0,1.0,0.878787879,0.406060606,1.0,0.418604651,0.406976744,0.058823529,0.000588169,0,0,62
0.814814815,0.154415085,0.945145096,0.55,0.039929,0,0.725,0.981481481,1.0,1.0,0.848484848,0.445454545,1.0,0.441860465,0.418604651,0.058823529,0.000588388,0,0,63
0.740740741,0.082062343,0.94514671,0.65,0.015469,0,0.7,0.981481481,1.0,1.0,0.848484848,0.375757576,1.0,0.441860465,0.430232558,0.058823529,0.000588606,0,0,64
0.666666667,0.053841763,0.945182806,0.55,0.005993,0,0.7,0.962962963,1.0,1.0,0.848484848,0.390909091,1.0,0.418604651,0.395348837,0.058823529,0.000588825,0,0,65
0.814814815,0.035325733,0.945237266,0.55,0.00258,0,0.7,0.981481481,1.0,1.0,0.878787879,0.406060606,1.0,0.418604651,0.441860465,0.058823529,0.000589043,0,0,66
0.814814815,0.066696301,0.94531839,0.6,0.000999,0,0.7,0.981481481,1.0,1.0,0.878787879,0.424242424,1.0,0.418604651,0.406976744,0.058823529,0.000589262,0,0,67
0.777777778,0.047105355,0.945398914,0.7,0.102157,0,0.675,0.962962963,1.0,1.0,0.878787879,0.354545455,1.0,0.418604651,0.418604651,0.058823529,0.00058948,0,0,68
0.888888889,0.109079704,0.94544996,0.45,0.047823,0,0.7,0.981481481,1.0,1.0,0.878787879,0.406060606,1.0,0.418604651,0.430232558,0.058823529,0.000589699,0,0,69
0.814814815,0.121025009,0.945539186,0.75,0.029282,0,0.7,0.981481481,1.0,1.0,0.878787879,0.390909091,1.0,0.465116279,0.38372093,0.058823529,0.000589917,0,0,70
0.740740741,0.052097045,0.945630021,0.65,0.056865,0,0.675,0.962962963,1.0,0.970588235,0.878787879,0.390909091,1.0,0.441860465,0.418604651,0.058823529,0.000590136,0,0,71
0.777777778,0.06451111,0.945692003,0.75,0.048822,0,0.725,0.981481481,1.0,1.0,0.878787879,0.424242424,1.0,0.372093023,0.430232558,0.058823529,0.000590354,0,0,72
0.851851852,0.030855336,0.945758406,0.6,0.136888,0,0.725,0.981481481,1.0,1.0,0.909090909,0.406060606,1.0,0.395348837,0.755813953,0.058823529,0.000590573,0,0,73
0.740740741,0.11272472,0.945845964,0.45,0.053033,0,0.725,0.981481481,1.0,1.0,0.909090909,0.375757576,1.0,0.418604651,0.441860465,0.058823529,0.000590792,0,0,74
0.703703704,0.053915512,0.945907999,0.65,0.022829,0,0.725,0.981481481,1.0,1.0,0.909090909,0.424242424,1.0,0.418604651,0.453488372,0.058823529,0.00059101,0,0,75
0.740740741,0.025787876,0.945930852,0.75,0.047888,0,0.7,0.981481481,1.0,1.0,0.909090909,0.363636364,1.0,0.418604651,0.465116279,0.058823529,0.000591229,0,0,76
0.814814815,0.177823801,0.946155345,0.55,0.153555,0,0.675,0.962962963,1.0,1.0,0.909090909,0.324242424,1.0,0.488372093,0.441860465,0.058823529,0.000591447,0,0,77
0.777777778,0.070712081,0.946477781,0.55,0.05949,0,0.675,0.962962963,1.0,0.985294118,0.909090909,0.333333333,1.0,0.395348837,0.441860465,0.058823529,0.000591666,0,0,78
0.851851852,0.094884553,0.946990315,0.65,0.138876,0,0.675,0.962962963,1.0,1.0,0.909090909,0.333333333,1.0,0.418604651,0.441860465,0.058823529,0.000591884,0,0,79
0.814814815,0.109365608,0.947537843,0.65,0.057857,0,0.675,0.962962963,1.0,1.0,0.909090909,0.324242424,1.0,0.488372093,0.441860465,0.058823529,0.000592103,0,0,80
0.814814815,0.061137855,0.948105255,0.7,0.133542,0,0.675,0.962962963,1.0,0.970588235,0.909090909,0.333333333,1.0,0.395348837,0.441860465,0.058823529,0.000592321,0,0,81
0.851851852,0.109031212,0.948667291,0.65,0.102096,0,0.675,0.962962963,1.0,0.970588235,0.909090909,0.333333333,1.0,0.441860465,0.441860465,0.058823529,0.00059254,0,0,82
0.814814815,0.124627593,0.949223713,0.75,0.068251,0,0.65,0.962962963,1.0,1.0,0.909090909,0.333333333,1.0,0.465116279,0.441860465,0.058823529,0.000592758,0,0,83
0.814814815,0.058757684,0.94977079,0.65,0.100161,0,0.65,0.962962963,1.0,1.0,0.878787879,0.324242424,1.0,0.418604651,0.430232558,0.058823529,0.000592977,0,0,84
0.851851852,0.113252075,0.950320351,0.75,0.07558,0,0.65,0.962962963,1.0,0.985294118,0.878787879,0.324242424,1.0,0.418604651,0.441860465,0.058823529,0.000593195,0,0,85
0.814814815,0.110067738,0.950510658,0.75,0.119907,0,0.675,0.981481481,1.0,0.970588235,0.878787879,0.324242424,1.0,0.465116279,0.453488372,0.058823529,0.000593414,0,0,86
0.851851852,0.062195596,0.950607593,0.6,0.150428,0,0.7,0.981481481,1.0,0.970588235,0.878787879,0.354545455,1.0,0.441860465,0.465116279,0.058823529,0.000593633,0,0,87
0.851851852,0.053368962,0.950613324,0.6,0.071949,0,0.7,0.981481481,1.0,1.0,0.878787879,0.260606061,1.0,0.395348837,0.488372093,0.058823529,0.000593851,0,0,88
0.851851852,0.088590638,0.950616594,0.45,0.030972,0,0.7,0.981481481,1.0,1.0,0.878787879,0.354545455,1.0,0.441860465,0.430232558,0.058823529,0.00059407,0,0,89
0.814814815,0.057506983,0.950679506,0.7,0.011999,0,0.675,0.962962963,1.0,1.0,0.878787879,0.306060606,1.0,0.488372093,0.465116279,0.058823529,0.000594288,0,0,90
0.851851852,0.104433522,0.950842385,0.5,0.125321,0,0.7,0.981481481,1.0,1.0,0.878787879,0.315151515,1.0,0.418604651,0.5,0.058823529,0.000594507,0,0,91
0.814814815,0.039313226,0.950877811,0.55,0.048552,0,0.7,0.962962963,1.0,1.0,0.878787879,0.363636364,1.0,0.418604651,0.418604651,0.058823529,0.000594725,0,0,92
0.851851852,0.059787138,0.950927139,0.7,0.095634,0,0.725,0.981481481,1.0,1.0,0.878787879,0.354545455,1.0,0.395348837,0.465116279,0.058823529,0.000594944,0,0,93
0.740740741,0.091472907,0.950927663,0.45,0.04595,0,0.775,0.981481481,1.0,1.0,0.878787879,0.424242424,1.0,0.395348837,0.38372093,0.058823529,0.000595162,0,0,94
0.703703704,0.08232501,0.950928041,0.45,0.016022,0,0.775,0.981481481,1.0,1.0,0.818181818,0.424242424,1.0,0.465116279,0.744186047,0.058823529,0.000595381,0,0,95
0.666666667,0.074092408,0.950928405,0.45,0.006207,0,0.775,0.981481481,1.0,1.0,0.848484848,0.445454545,1.0,0.441860465,0.395348837,0.058823529,0.000595599,0,0,96
0.592592593,0.054013507,0.950928846,0.45,0.002405,0,0.775,0.981481481,1.0,1.0,0.848484848,0.445454545,1.0,0.418604651,0.73255814,0.058823529,0.000595818,0,0,97
0.518518519,0.043751294,0.950929296,0.45,0.000838,0,0.775,0.981481481,1.0,1.0,0.878787879,0.424242424,1.0,0.418604651,0.406976744,0.058823529,0.000596036,0,0,98
0.777777778,0.020925498,0.95097012,0.7,0.000325,0,0.725,0.981481481,1.0,1.0,0.818181818,0.354545455,1.0,0.441860465,0.453488372,0.058823529,0.000596255,0,0,99
0.851851852,0.011120933,0.950970567,0.7,0.00014,0,0.75,0.981481481,1.0,0.985294118,0.848484848,0.406060606,1.0,0.441860465,0.406976744,0.058823529,0.000596474,0,0,100
0.888888889,0.010008638,0.95097098,0.45,5.4e-05,0,0.775,0.981481481,1.0,0.970588235,0.848484848,0.46969697,1.0,0.418604651,0.38372093,0.058823529,0.000596692,0,0,101
0.851851852,0.009007471,0.950971377,0.45,1.9e-05,0,0.775,0.981481481,1.0,1.0,0.878787879,0.445454545,1.0,0.395348837,0.720930233,0.058823529,0.000596911,0,0,102
0.925925926,0.027630589,0.950978471,0.55,8e-06,0,0.75,0.981481481,1.0,1.0,0.848484848,0.424242424,1.0,0.465116279,0.395348837,0.058823529,0.000597129,0,0,103
0.814814815,0.213061641,0.951016158,0.6,0.015003,0,0.725,0.981481481,1.0,0.985294118,0.848484848,0.390909091,1.0,0.418604651,0.441860465,0.058823529,0.000597348,0,0,104
0.62962963,0.125810607,0.95101653,0.45,0.005813,0,0.775,0.981481481,1.0,0.955882353,0.848484848,0.46969697,1.0,0.441860465,0.360465116,0.058823529,0.000597566,0,0,105
0.555555556,0.101906864,0.951016872,0.45,0.002502,0,0.775,0.981481481,1.0,1.0,0.848484848,0.46969697,1.0,0.395348837,0.372093023,0.058823529,0.000597785,0,0,106
0.481481481,0.074290419,0.951017491,0.45,0.000872,0,0.725,0.981481481,1.0,0.955882353,0.848484848,0.406060606,1.0,0.418604651,0.395348837,0.058823529,0.000598003,0,0,107
0.555555556,0.043867474,0.9510182,0.6,0.000338,0,0.725,0.981481481,1.0,1.0,0.848484848,0.390909091,1.0,0.488372093,0.430232558,0.058823529,0.000598222,0,0,108
0.518518519,0.025903045,0.951018833,0.55,0.000162,0,0.725,0.981481481,1.0,1.0,0.848484848,0.406060606,1.0,0.465116279,0.406976744,0.058823529,0.00059844,0,0,109
0.62962963,0.010035915,0.951061623,0.65,0.080414,0,0.725,0.981481481,1.0,0.970588235,0.848484848,0.406060606,1.0,0.418604651,0.430232558,0.058823529,0.000598659,0,0,110
0.555555556,0.006583859,0.951062005,0.45,0.031154,0,0.75,0.981481481,1.0,1.0,0.878787879,0.445454545,1.0,0.372093023,0.395348837,0.058823529,0.000598877,0,0,111
0.481481481,0.005333158,0.951062396,0.45,0.01207,0,0.725,0.981481481,1.0,1.0,0.878787879,0.390909091,1.0,0.441860465,0.76744186,0.058823529,0.000599096,0,0,112
0.481481481,0.004319868,0.951063188,0.45,0.004208,0,0.75,0.981481481,1.0,1.0,0.878787879,0.424242424,1.0,0.418604651,0.430232558,0.058823529,0.000599315,0,0,113
0.444444444,0.002550904,0.951064356,0.45,0.00163,0,0.725,0.981481481,1.0,1.0,0.848484848,0.354545455,1.0,0.488372093,0.802325581,0.058823529,0.000599533,0,0,114
0.592592593,0.001355768,0.951108863,0.7,0.109101,0,0.75,0.981481481,1.0,1.0,0.878787879,0.445454545,1.0,0.418604651,0.38372093,0.058823529,0.000599752,0,0,115
0.740740741,0.000720315,0.95112414,0.6,0.095277,0,0.75,0.981481481,1.0,1.0,0.909090909,0.375757576,1.0,0.441860465,0.430232558,0.058823529,0.00059997,0,0,116
0.666666667,0.00058393,0.95112454,0.45,0.033221,0,0.8,0.981481481,1.0,1.0,0.909090909,0.46969697,1.0,0.395348837,0.38372093,0.058823529,0.000600189,0,0,117
0.592592593,0.000472801,0.951124941,0.45,0.011583,0,0.8,0.981481481,1.0,0.985294118,0.878787879,0.496969697,1.0,0.372093023,0.325581395,0.058823529,0.000600407,0,0,118
0.518518519,0.00031015,0.951125558,0.45,0.004488,0,0.75,0.981481481,1.0,1.0,0.878787879,0.406060606,1.0,0.395348837,0.418604651,0.058823529,0.000600626,0,0,119
0.407407407,0.000226298,0.951125946,0.5,0.001739,0,0.75,0.981481481,1.0,1.0,0.878787879,0.445454545,1.0,0.418604651,0.372093023,0.058823529,0.000600844,0,0,120
0.444444444,0.000133354,0.951176198,0.5,0.000674,0,0.725,0.981481481,1.0,1.0,0.878787879,0.406060606,1.0,0.418604651,0.441860465,0.058823529,0.000601063,0,0,121
0.407407407,9.7e-05,0.951176653,0.45,0.000261,0,0.725,0.981481481,1.0,1.0,0.848484848,0.406060606,1.0,0.441860465,0.406976744,0.058823529,0.000601281,0,0,122
0.444444444,7.07e-05,0.951177266,0.5,0.000101,0,0.75,0.981481481,1.0,1.0,0.878787879,0.354545455,1.0,0.441860465,0.453488372,0.058823529,0.0006015,0,0,123
0.444444444,4.65e-05,0.951177945,0.55,4.4e-05,0,0.75,0.981481481,1.0,1.0,0.909090909,0.406060606,1.0,0.418604651,0.755813953,0.058823529,0.000601718,0,0,124
0.407407407,3.43e-05,0.951182455,0.5,1.7e-05,0,0.75,0.981481481,1.0,1.0,0.878787879,0.424242424,1.0,0.441860465,0.755813953,0.058823529,0.000601937,0,0,125
0.407407407,2.22e-05,0.951218959,0.5,7e-06,0,0.725,0.981481481,1.0,1.0,0.878787879,0.424242424,1.0,0.465116279,0.395348837,0.058823529,0.000602156,0,0,126
0.444444444,1.11e-05,0.951228573,0.45,3e-06,0,0.75,0.981481481,1.0,1.0,0.878787879,0.406060606,1.0,0.441860465,0.395348837,0.058823529,0.000602374,0,0,127
0.481481481,5.05e-06,0.951228954,0.5,1e-06,0,0.75,0.981481481,1.0,1.0,0.878787879,0.406060606,1.0,0.441860465,0.418604651,0.058823529,0.000602593,0,0,128
0.481481481,3.03e-06,0.951229625,0.55,0.0,0,0.7,0.981481481,1.0,1.0,0.878787879,0.363636364,1.0,0.418604651,0.790697674,0.058823529,0.000602811,0,0,129
0.444444444,2.02e-06,0.95123002,0.55,0.0,0,0.75,0.981481481,1.0,1.0,0.848484848,0.424242424,1.0,0.441860465,0.38372093,0.058823529,0.00060303,0,0,130
0.444444444,1.01e-06,0.951230561,0.5,0.0,0,0.75,0.981481481,1.0,1.0,0.848484848,0.445454545,1.0,0.418604651,0.372093023,0.058823529,0.000603248,0,0,131
0.518518519,1.01e-06,0.951266453,0.5,0.0,0,0.725,0.981481481,1.0,1.0,0.878787879,0.390909091,1.0,0.418604651,0.418604651,0.058823529,0.000603467,0,0,132
0.333333333,0.0,0.951266848,0.65,0.0,0,0.725,0.981481481,1.0,1.0,0.848484848,0.445454545,1.0,0.488372093,0.430232558,0.058823529,0.000603685,0,0,133
0.333333333,0.0,0.951267484,0.45,0.0,0,0.75,0.981481481,1.0,1.0,0.878787879,0.46969697,1.0,0.465116279,0.406976744,0.058823529,0.000603904,0,0,134
0.333333333,0.0,0.951267866,0.45,0.0,0,0.725,0.981481481,1.0,1.0,0.878787879,0.424242424,1.0,0.441860465,0.744186047,0.058823529,0.000604122,0,0,135
0.333333333,0.0,0.951268269,0.45,0.0,0,0.75,0.981481481,1.0,1.0,0.878787879,0.46969697,1.0,0.441860465,0.372093023,0.058823529,0.000604341,0,0,136
0.333333333,0.0,0.95126863,0.45,0.0,0,0.775,0.981481481,1.0,1.0,0.878787879,0.496969697,1.0,0.441860465,0.360465116,0.058823529,0.000604559,0,0,137
0.333333333,0.0,0.951304865,0.6,0.0,0,0.725,0.981481481,1.0,1.0,0.878787879,0.445454545,1.0,0.418604651,0.38372093,0.058823529,0.000604778,0,0,138
0.37037037,0.0,0.951305574,0.45,0.0,0,0.75,0.981481481,1.0,1.0,0.878787879,0.46969697,1.0,0.395348837,0.372093023,0.058823529,0.000604997,0,0,139
0.37037037,0.0,0.951306202,0.45,0.0,0,0.7,0.981481481,1.0,1.0,0.848484848,0.390909091,1.0,0.441860465,0.418604651,0.058823529,0.000605215,0,0,140
0.333333333,0.0,0.951306609,0.45,0.0,0,0.775,0.981481481,1.0,1.0,0.848484848,0.496969697,1.0,0.418604651,0.360465116,0.058823529,0.000605434,0,0,141
0.333333333,0.0,0.951306972,0.45,0.0,0,0.75,0.981481481,1.0,1.0,0.848484848,0.445454545,1.0,0.441860465,0.406976744,0.058823529,0.000605652,0,0,142
0.37037037,0.0,0.951346494,0.6,0.0,0,0.7,0.981481481,1.0,0.955882353,0.878787879,0.375757576,1.0,0.395348837,0.453488372,0.058823529,0.000605871,0,0,143
0.407407407,0.0,0.951346973,0.55,0.0,0,0.7,0.981481481,1.0,1.0,0.878787879,0.363636364,1.0,0.418604651,0.430232558,0.058823529,0.000606089,0,0,144
0.444444444,0.0,0.951347564,0.7,0.0,0,0.7,0.981481481,1.0,1.0,0.878787879,0.363636364,1.0,0.418604651,0.453488372,0.058823529,0.000606308,0,0,145
0.555555556,0.0,0.951348076,0.55,0.0,0,0.775,0.981481481,1.0,1.0,0.878787879,0.46969697,1.0,0.418604651,0.372093023,0.058823529,0.000606526,0,0,146
0.518518519,0.0,0.951348463,0.45,0.0,0,0.775,0.981481481,1.0,0.985294118,0.878787879,0.46969697,1.0,0.418604651,0.372093023,0.058823529,0.000606745,0,0,147
