model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
autoencoder-cu,CU,33200,352.671,368.982,375.729,94138.74,0.818434,0.845673,0.735515,0.99464
autoencoder-cu,CU,33300,349.359,364.348,370.765,95317.53,0.818408,0.845736,0.7356,0.994659
autoencoder-cu,CU,33400,351.382,362.498,367.283,95053.35,0.818533,0.845905,0.735846,0.994679
autoencoder-cu,CU,33500,354.328,373.808,383.313,94545.26,0.818746,0.846099,0.736162,0.994637
autoencoder-cu,CU,33600,353.637,366.011,375.88,95012.59,0.818661,0.846031,0.736115,0.994534
autoencoder-cu,CU,33700,355.353,371.55,377.733,94835.17,0.818754,0.8461,0.73621,0.99455
autoencoder-cu,CU,33800,359.452,375.226,382.673,94031.91,0.818698,0.846038,0.736108,0.994566
autoencoder-cu,CU,33900,356.495,371.96,381.173,95092.48,0.818643,0.845969,0.736028,0.994522
autoencoder-cu,CU,34000,358.891,376.164,383.274,94736.36,0.818647,0.845989,0.73608,0.99448
autoencoder-cu,CU,34100,360.102,377.021,390.873,94695.42,0.81871,0.846058,0.736176,0.994497
autoencoder-cu,CU,34200,360.652,373.561,378.644,94828.23,0.818743,0.846091,0.736217,0.994514
autoencoder-cu,CU,34300,359.19,376.973,379.705,95492.55,0.818776,0.846131,0.736268,0.99453
autoencoder-cu,CU,34400,364.761,377.708,384.17,94308.2,0.81875,0.846122,0.736277,0.994489
autoencoder-cu,CU,34500,362.693,375.661,383.041,95121.89,0.818957,0.846324,0.736574,0.994507
autoencoder-cu,CU,34600,360.714,376.508,379.907,95920.92,0.818815,0.846201,0.736379,0.994522
autoencoder-cu,CU,34700,365.173,381.778,393.725,95023.51,0.818847,0.846203,0.736374,0.994536
autoencoder-cu,CU,34800,365.699,380.204,390.533,95160.34,0.818649,0.846062,0.736152,0.994552
autoencoder-cu,CU,34900,367.597,382.57,390.353,94940.82,0.818797,0.846199,0.736381,0.994512
autoencoder-cu,CU,35000,368.033,387.704,390.197,95100.08,0.818743,0.846117,0.73628,0.994469
autoencoder-cu,CU,35100,368.097,382.838,392.856,95355.35,0.818661,0.846052,0.736173,0.994485
autoencoder-cu,CU,35200,370.835,385.222,400.347,94920.93,0.818636,0.846057,0.736173,0.994501
autoencoder-cu,CU,35300,371.725,385.682,388.377,94962.71,0.818612,0.846004,0.736084,0.994515
autoencoder-cu,CU,35400,371.844,388.678,401.216,95201.24,0.818616,0.845964,0.736047,0.994473
autoencoder-cu,CU,35500,374.516,391.48,407.271,94788.94,0.818535,0.845885,0.73595,0.994431
autoencoder-cu,CU,35600,377.237,392.174,399.403,94370.31,0.818455,0.845785,0.735791,0.994445
autoencoder-cu,CU,35700,375.752,395.302,403.193,95009.49,0.818515,0.845808,0.735818,0.99446
autoencoder-cu,CU,35800,375.648,400.054,407.086,95301.99,0.818464,0.845758,0.735764,0.994419
autoencoder-cu,CU,35900,367.252,384.491,387.752,97753.04,0.818496,0.845841,0.73588,0.994437
autoencoder-cu,CU,36000,364.318,384.31,389.773,98814.73,0.818528,0.84588,0.73593,0.994453
autoencoder-cu,CU,36100,368.187,388.638,393.878,98047.95,0.818753,0.846094,0.736275,0.994416
autoencoder-cu,CU,36200,364.232,382.193,386.259,99387.31,0.81884,0.846179,0.736395,0.994432
autoencoder-cu,CU,36300,368.059,384.937,399.173,98625.4,0.819008,0.846359,0.736658,0.99445
autoencoder-cu,CU,36400,369.252,390.112,392.088,98577.78,0.818929,0.846202,0.736415,0.994461
autoencoder-cu,CU,36500,370.937,389.81,401.908,98399.33,0.819014,0.846286,0.736533,0.994477
autoencoder-cu,CU,36600,371.065,392.543,400.54,98634.94,0.818934,0.846209,0.736438,0.994437
autoencoder-cu,CU,36700,375.638,393.7,399.008,97700.47,0.819155,0.846426,0.736757,0.994454
autoencoder-cu,CU,36800,372.612,389.443,397.582,98762.37,0.819103,0.846397,0.736734,0.994416
autoencoder-cu,CU,36900,375.285,395.373,411.553,98325.36,0.819133,0.84632,0.736612,0.994426
autoencoder-cu,CU,37000,378.553,396.594,409.747,97740.64,0.818973,0.84615,0.736377,0.994385
autoencoder-cu,CU,37100,377.945,395.809,408.272,98162.48,0.81876,0.845992,0.736129,0.9944
autoencoder-cu,CU,37200,377.824,392.469,405.276,98458.66,0.818871,0.846101,0.736286,0.994416
autoencoder-cu,CU,37300,381.79,401.356,404.027,97697.62,0.818874,0.846105,0.736283,0.994431
autoencoder-cu,CU,37400,379.57,397.531,406.585,98532.58,0.81877,0.845997,0.736112,0.994445
autoencoder-cu,CU,37500,381.661,399.269,406.362,98254.62,0.81888,0.846063,0.736205,0.994459
autoencoder-cu,CU,37600,384.239,408.847,413.064,97855.83,0.818989,0.846178,0.73637,0.994475
autoencoder-cu,CU,37700,383.316,398.283,414.266,98352.22,0.81878,0.845973,0.736053,0.994487
autoencoder-cu,CU,37800,384.532,401.074,417.311,98301.43,0.818677,0.845853,0.735893,0.994447
autoencoder-cu,CU,37900,388.922,408.47,417.369,97448.93,0.818522,0.845709,0.735667,0.994461
autoencoder-cu,CU,38000,386.519,404.944,416.577,98313.38,0.8185,0.845653,0.735604,0.994421
autoencoder-cu,CU,38100,387.264,404.53,414.783,98382.61,0.818425,0.845587,0.735497,0.994435
autoencoder-cu,CU,38200,389.918,410.745,415.918,97969.28,0.818325,0.845489,0.735342,0.994449
autoencoder-cu,CU,38300,390.262,411.697,418.837,98139.25,0.818225,0.845399,0.735198,0.994462
autoencoder-cu,CU,38400,390.857,407.527,411.641,98245.76,0.818307,0.84544,0.735281,0.994424
autoencoder-cu,CU,38500,394.63,410.969,421.258,97559.77,0.818442,0.845559,0.735452,0.994439
autoencoder-cu,CU,38600,393.196,409.421,418.325,98169.87,0.818342,0.845455,0.735288,0.994452
autoencoder-cu,CU,38700,393.283,408.462,422.746,98402.3,0.818424,0.84555,0.735423,0.994468
autoencoder-cu,CU,38800,397.136,414.411,424.861,97699.48,0.818505,0.845618,0.735573,0.99438
autoencoder-cu,CU,38900,395.469,410.1,424.264,98364.23,0.818509,0.845629,0.735611,0.994344
autoencoder-cu,CU,39000,396.21,415.009,423.553,98432.66,0.818487,0.845656,0.735642,0.99436
autoencoder-cu,CU,39100,400.291,418.107,425.838,97679.03,0.818491,0.845647,0.735649,0.994323
autoencoder-cu,CU,39200,397.176,413.946,420.005,98696.81,0.818622,0.845804,0.735877,0.99434
autoencoder-cu,CU,39300,400.888,419.052,429.387,98032.33,0.818575,0.845758,0.735828,0.994303
autoencoder-cu,CU,39400,403.496,422.758,426.358,97646.52,0.818452,0.845618,0.735609,0.994315
autoencoder-cu,CU,39500,403.645,422.407,433.759,97858.21,0.818304,0.8455,0.735423,0.994329
autoencoder-cu,CU,39600,403.8,421.058,438.394,98068.4,0.818258,0.845429,0.735308,0.994342
autoencoder-cu,CU,39700,405.543,423.432,426.825,97893.41,0.818186,0.845399,0.735256,0.994357
autoencoder-cu,CU,39800,406.358,430.688,443.272,97943.25,0.818191,0.845398,0.735246,0.994371
autoencoder-cu,CU,39900,408.156,427.763,432.252,97756.84,0.818221,0.84552,0.735448,0.994339
autoencoder-cu,CU,40000,409.812,425.049,432.007,97605.66,0.818375,0.845665,0.735659,0.994355
autoencoder-cu,CU,40100,410.311,425.946,430.845,97730.67,0.818354,0.845698,0.7357,0.994371
autoencoder-cu,CU,40200,412.14,430.609,438.11,97539.62,0.818308,0.84564,0.735606,0.994384
autoencoder-cu,CU,40300,412.174,430.752,436.527,97774.22,0.818313,0.845645,0.735605,0.994398
autoencoder-cu,CU,40400,411.289,433.423,440.013,98227.78,0.818317,0.845669,0.735633,0.994412
autoencoder-cu,CU,40500,417.474,437.992,445.091,97011.95,0.81837,0.845683,0.735674,0.994376
autoencoder-cu,CU,40600,413.861,429.734,442.017,98100.68,0.81835,0.845702,0.735721,0.994342
autoencoder-cu,CU,40700,414.502,430.125,436.989,98190.2,0.818378,0.84573,0.735757,0.994356
