model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
lstm-cu,CU,2700,61.237,63.817,64.702,44091.34,0.947037,0.947057,0.945307,0.948813
lstm-cu,CU,2800,62.076,65.246,66.822,45105.74,0.948571,0.948791,0.947443,0.950142
lstm-cu,CU,2900,62.31,65.483,66.806,46541.72,0.948621,0.94906,0.946149,0.951989
lstm-cu,CU,3000,63.566,66.785,67.855,47194.74,0.949667,0.949983,0.947786,0.952191
lstm-cu,CU,3100,64.032,68.005,69.015,48413.58,0.949677,0.95,0.946965,0.953055
lstm-cu,CU,3200,64.407,67.659,69.841,49684.33,0.949688,0.949735,0.947073,0.952411
lstm-cu,CU,3300,65.217,69.127,70.105,50600.03,0.949697,0.949788,0.947495,0.952092
lstm-cu,CU,3400,64.674,67.961,68.401,52570.99,0.950294,0.950512,0.948568,0.952465
lstm-cu,CU,3500,66.026,69.809,70.497,53009.27,0.949714,0.949858,0.948776,0.950941
lstm-cu,CU,3600,66.795,70.656,72.047,53895.98,0.948889,0.94903,0.948505,0.949557
lstm-cu,CU,3700,66.928,71.344,72.391,55283.43,0.948649,0.948897,0.947877,0.949919
lstm-cu,CU,3800,67.628,72.138,72.856,56189.71,0.948684,0.948859,0.947617,0.950105
lstm-cu,CU,3900,67.566,73.061,73.967,57721.23,0.949487,0.949732,0.948522,0.950945
lstm-cu,CU,4000,67.878,72.255,73.303,58928.94,0.949,0.949127,0.947237,0.951024
lstm-cu,CU,4100,68.748,73.054,74.833,59637.83,0.949268,0.949194,0.947805,0.950587
lstm-cu,CU,4200,70.201,74.573,76.182,59828.56,0.950238,0.95025,0.948669,0.951836
lstm-cu,CU,4300,69.669,74.276,77.84,61720.08,0.950233,0.950394,0.949514,0.951276
lstm-cu,CU,4400,70.683,74.061,76.607,62250.19,0.950455,0.950455,0.950023,0.950887
lstm-cu,CU,4500,71.22,76.716,78.755,63184.18,0.950222,0.950442,0.949602,0.951284
lstm-cu,CU,4600,72.263,77.444,81.553,63656.36,0.949783,0.950119,0.949504,0.950735
lstm-cu,CU,4700,72.258,77.075,80.181,65045.11,0.950213,0.950654,0.950253,0.951055
lstm-cu,CU,4800,72.693,77.043,79.859,66031.47,0.950833,0.95128,0.950887,0.951673
lstm-cu,CU,4900,73.606,78.828,80.5,66570.33,0.950204,0.950527,0.950142,0.950913
lstm-cu,CU,5000,73.998,79.689,80.704,67569.43,0.9502,0.950527,0.949583,0.951472
lstm-cu,CU,5100,74.843,81.217,82.506,68142.63,0.950196,0.95041,0.949668,0.951153
lstm-cu,CU,5200,75.16,81.077,83.295,69185.49,0.950769,0.950977,0.950249,0.951706
lstm-cu,CU,5300,76.257,81.821,83.314,69502.14,0.951509,0.951555,0.951017,0.952094
lstm-cu,CU,5400,76.348,81.07,82.721,70728.9,0.951667,0.951818,0.951292,0.952346
lstm-cu,CU,5500,77.041,81.488,83.407,71390.8,0.952,0.952104,0.951414,0.952796
lstm-cu,CU,5600,77.303,83.182,84.045,72441.85,0.951071,0.951124,0.950446,0.951803
lstm-cu,CU,5700,76.779,84.295,85.569,74239.51,0.950877,0.95086,0.95086,0.95086
lstm-cu,CU,5800,77.432,84.622,86.366,74904.61,0.951034,0.951119,0.950791,0.951446
lstm-cu,CU,5900,77.482,83.935,85.017,76147.15,0.951186,0.951302,0.950659,0.951946
lstm-cu,CU,6000,75.833,84.977,85.948,79121.45,0.951833,0.951825,0.951033,0.952619
lstm-cu,CU,6100,76.981,84.754,86.537,79240.03,0.951148,0.95118,0.950245,0.952115
lstm-cu,CU,6200,76.457,85.767,86.885,81091.4,0.950484,0.95054,0.949469,0.951613
lstm-cu,CU,6300,74.695,85.926,86.37,84342.68,0.950159,0.950111,0.949206,0.951018
lstm-cu,CU,6400,67.271,85.652,86.904,95137.71,0.950469,0.950368,0.949625,0.951113
lstm-cu,CU,6500,45.701,49.717,51.888,142229.28,0.950308,0.950208,0.949769,0.950648
lstm-cu,CU,6600,46.43,51.504,58.114,142150.24,0.950303,0.950258,0.949682,0.950835
lstm-cu,CU,6700,46.896,49.922,51.349,142869.1,0.950448,0.950314,0.949746,0.950883
lstm-cu,CU,6800,47.898,51.998,54.082,141969.28,0.950147,0.950169,0.949192,0.951148
lstm-cu,CU,6900,48.152,51.577,55.613,143296.43,0.950725,0.950796,0.949696,0.951898
lstm-cu,CU,7000,48.646,51.784,57.077,143897.01,0.950714,0.950876,0.949389,0.952367
lstm-cu,CU,7100,49.043,52.612,55.106,144771.12,0.950704,0.950774,0.949172,0.952381
lstm-cu,CU,7200,50.52,55.214,56.554,142517.43,0.950694,0.950756,0.949307,0.952209
