model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
lstm-du,DU,37500,236.919,249.634,265.101,158281.85,0.926453,0.931253,0.876419,0.993406
lstm-du,DU,37600,243.972,262.026,291.911,154116.2,0.926516,0.931287,0.876469,0.993421
lstm-du,DU,37700,237.567,256.025,262.801,158692.29,0.926525,0.9313,0.876476,0.993439
lstm-du,DU,37800,237.864,249.807,253.134,158914.55,0.926561,0.931352,0.876554,0.993458
lstm-du,DU,37900,240.273,258.503,276.197,157737.38,0.926544,0.931334,0.87655,0.993423
lstm-du,DU,38000,241.975,256.126,268.936,157040.7,0.926605,0.931395,0.876644,0.993441
lstm-du,DU,38100,240.209,260.602,270.128,158611.85,0.926588,0.93138,0.876645,0.993406
lstm-du,DU,38200,241.801,257.905,278.011,157980.96,0.926597,0.931389,0.876687,0.993371
lstm-du,DU,38300,242.95,260.498,272.386,157645.56,0.926554,0.931348,0.876602,0.993388
lstm-du,DU,38400,249.563,270.331,301.086,153869.24,0.926432,0.9312,0.876369,0.993349
lstm-du,DU,38500,249.073,262.989,296.819,154573.42,0.926468,0.931218,0.876389,0.993365
lstm-du,DU,38600,241.686,254.92,264.589,159711.1,0.926528,0.931278,0.876482,0.993383
lstm-du,DU,38700,253.686,270.529,301.351,152550.5,0.926563,0.931313,0.87653,0.9934
lstm-du,DU,38800,252.186,266.088,295.224,153854.62,0.926649,0.931372,0.876623,0.993416
lstm-du,DU,38900,250.959,262.157,281.272,155005.34,0.926632,0.931338,0.876591,0.99338
lstm-du,DU,39000,252.214,267.613,284.461,154630.38,0.926667,0.931349,0.876598,0.993394
lstm-du,DU,39100,255.632,298.453,307.0,152954.1,0.926624,0.931319,0.876532,0.993412
lstm-du,DU,39200,255.663,276.341,297.214,153327.06,0.926684,0.931372,0.876613,0.993429
lstm-du,DU,39300,246.588,262.686,291.961,159374.92,0.926768,0.931479,0.876787,0.993449
lstm-du,DU,39400,247.318,270.936,291.097,159309.05,0.926726,0.93145,0.876721,0.993466
lstm-du,DU,39500,248.947,263.989,274.982,158668.41,0.926759,0.931499,0.876794,0.993485
lstm-du,DU,39600,249.367,264.195,280.354,158801.91,0.926768,0.931491,0.876768,0.993499
lstm-du,DU,39700,249.011,267.478,278.252,159430.95,0.9267,0.931446,0.876674,0.993517
lstm-du,DU,39800,256.367,275.341,288.804,155246.24,0.926784,0.931529,0.876808,0.993534
lstm-du,DU,39900,261.455,295.554,319.284,152607.36,0.926817,0.931555,0.876842,0.99355
lstm-du,DU,40000,251.846,265.555,294.192,158827.45,0.9269,0.93165,0.876997,0.993568
