model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
autoencoder-du,DU,56700,553.665,577.688,582.825,102408.58,0.898183,0.898959,0.895807,0.902132
autoencoder-du,DU,56800,547.759,569.097,572.776,103695.17,0.898187,0.898992,0.895847,0.902159
autoencoder-du,DU,56900,554.049,576.855,604.501,102698.51,0.89812,0.898907,0.895798,0.902037
autoencoder-du,DU,57000,553.438,579.7,595.576,102992.51,0.898088,0.898888,0.895754,0.902044
autoencoder-du,DU,57100,551.212,571.211,587.34,103590.0,0.898091,0.898879,0.895781,0.901998
autoencoder-du,DU,57200,556.558,579.525,601.929,102774.61,0.898059,0.898843,0.89572,0.901988
autoencoder-du,DU,57300,553.387,575.377,582.658,103544.15,0.897993,0.898772,0.895685,0.90188
autoencoder-du,DU,57400,570.081,598.692,605.744,100687.44,0.897944,0.898703,0.895637,0.901791
autoencoder-du,DU,57500,555.203,580.4,594.112,103565.78,0.897983,0.898764,0.895673,0.901877
autoencoder-du,DU,57600,574.81,597.347,611.802,100207.09,0.898003,0.898778,0.895707,0.901871
autoencoder-du,DU,57700,556.65,580.463,596.904,103655.72,0.897903,0.898702,0.895606,0.901819
autoencoder-du,DU,57800,572.716,597.027,610.874,100922.58,0.897889,0.898671,0.895596,0.901768
autoencoder-du,DU,57900,564.015,588.648,605.71,102656.85,0.897841,0.898627,0.895481,0.901796
autoencoder-du,DU,58000,577.946,599.014,609.941,100355.34,0.89781,0.898599,0.895397,0.901823
autoencoder-du,DU,58100,565.755,586.907,600.644,102694.55,0.897814,0.898601,0.895405,0.90182
autoencoder-du,DU,58200,575.89,595.974,605.47,101061.03,0.897818,0.898611,0.895481,0.901762
autoencoder-du,DU,58300,571.437,594.263,607.473,102023.55,0.897839,0.898618,0.895447,0.901811
autoencoder-du,DU,58400,578.846,602.187,610.463,100890.45,0.897808,0.898576,0.89538,0.901794
autoencoder-du,DU,58500,571.57,591.957,612.468,102349.72,0.897846,0.898616,0.895456,0.901798
autoencoder-du,DU,58600,572.891,599.543,607.308,102288.18,0.897816,0.898594,0.89538,0.901832
autoencoder-du,DU,58700,567.17,595.386,611.203,103496.35,0.897751,0.898509,0.895299,0.901741
