model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
transformer-du,DU,3700,76.137,94.258,98.991,48596.47,0.996486,0.996605,0.99843,0.994786
transformer-du,DU,3800,77.701,94.471,96.736,48905.34,0.996579,0.996695,0.998472,0.994924
transformer-du,DU,3900,78.165,93.006,114.184,49894.63,0.996667,0.996769,0.998506,0.995037
transformer-du,DU,4000,78.457,89.897,113.031,50983.36,0.99675,0.99685,0.998544,0.995162
transformer-du,DU,4100,78.57,88.8,96.91,52182.99,0.996829,0.996925,0.998578,0.995276
transformer-du,DU,4200,80.171,96.454,98.561,52388.23,0.996905,0.996998,0.998612,0.99539
transformer-du,DU,4300,80.376,96.805,99.278,53498.68,0.996977,0.99707,0.998646,0.9955
transformer-du,DU,4400,82.888,97.714,127.717,53083.64,0.997045,0.997135,0.998675,0.995599
transformer-du,DU,4500,84.16,97.951,121.291,53469.54,0.997111,0.997189,0.998701,0.995682
transformer-du,DU,4600,85.127,99.645,112.034,54036.68,0.997174,0.997251,0.998729,0.995777
transformer-du,DU,4700,85.119,97.619,104.004,55216.58,0.997234,0.997305,0.998754,0.995859
transformer-du,DU,4800,87.731,98.513,135.095,54712.87,0.997292,0.997361,0.99878,0.995946
transformer-du,DU,4900,87.817,99.68,137.398,55797.82,0.997347,0.997413,0.998804,0.996025
transformer-du,DU,5000,87.42,101.999,137.912,57195.06,0.9972,0.997271,0.998829,0.995718
transformer-du,DU,5100,75.434,98.612,99.312,67608.75,0.997255,0.997324,0.998851,0.995802
transformer-du,DU,5200,75.53,98.705,99.013,68846.49,0.997308,0.997375,0.998873,0.995882
transformer-du,DU,5300,79.782,99.24,100.749,66430.69,0.997358,0.997416,0.998891,0.995945
transformer-du,DU,5400,83.788,99.351,100.687,64448.5,0.997407,0.997457,0.998909,0.99601
transformer-du,DU,5500,73.509,98.177,99.402,74821.07,0.997455,0.9975,0.998927,0.996077
transformer-du,DU,5600,78.793,98.368,99.337,71072.44,0.997321,0.997373,0.998948,0.995804
transformer-du,DU,5700,79.931,98.639,99.197,71311.9,0.997368,0.997419,0.998966,0.995876
transformer-du,DU,5800,80.925,98.714,100.578,71671.37,0.997241,0.997293,0.998645,0.995945
transformer-du,DU,5900,79.37,98.294,99.55,74335.31,0.997288,0.997336,0.998666,0.996009
transformer-du,DU,6000,80.413,98.183,98.726,74614.61,0.997333,0.99738,0.998688,0.996075
transformer-du,DU,6100,80.765,98.884,99.687,75527.31,0.997377,0.997421,0.998709,0.996137
transformer-du,DU,6200,83.836,99.117,100.877,73953.69,0.997419,0.997463,0.99873,0.996199
transformer-du,DU,6300,88.71,99.462,101.431,71017.86,0.997143,0.997189,0.998749,0.995635
transformer-du,DU,6400,88.686,99.761,101.27,72164.66,0.997188,0.997229,0.998767,0.995696
transformer-du,DU,6500,88.225,99.512,101.087,73675.48,0.997077,0.997122,0.998786,0.995463
transformer-du,DU,6600,91.469,99.391,99.932,72155.91,0.99697,0.997027,0.998809,0.995252
transformer-du,DU,6700,95.253,99.674,100.217,70339.02,0.996866,0.99693,0.998828,0.995039
transformer-du,DU,6800,93.414,99.773,101.787,72794.44,0.996912,0.996978,0.998847,0.995116
transformer-du,DU,6900,97.721,106.867,191.818,70609.34,0.996957,0.997017,0.998862,0.99518
transformer-du,DU,7000,95.393,100.453,103.014,73380.36,0.997,0.997063,0.998879,0.995254
transformer-du,DU,7100,98.361,103.156,190.945,72182.92,0.996901,0.996965,0.998894,0.995043
transformer-du,DU,7200,97.742,100.097,192.956,73663.17,0.996806,0.996871,0.998909,0.994841
